escola;genero;ano;enredo;letra
Acadêmicos da Abolição;Samba-Enredo;2019;;"Balança a saudade no peito. A dor pelos meus ancestrais. Mulheres (sem voz), sem direitos. Guerreiras dos próprios ais. Ecoa a voz dos porões, lamento. Senzala grita em obediência. E hoje à comunidade oprime. A luta se faz regime. Mas brotam as sentinelas. As filhas que pedem liberdade. O fim de toda a maldade. Eis a voz de todas elas.
Ainda choram as lágrimas de outrora. O meu quilombo é chamado de favela. Enquanto o negro continua escravizado. Vai sonhando acordado vive uma quimera.
África pequena fonte que traz recordação. Samba vem do terreiro de Ciata. Resistência! Na voz o clamor. Cantando em versos poemas de amor. Orgulho negro se fez imortal. Kizomba! É homenagem a Zumbi. Iluaê é tradição nagô. Pergunte ao criador. Quantas lágrimas na tela. Tem sangue banto colorindo essa aquarela. Negra flor, eis a senhora liberdade!. Escrevivência em poesia. Num canto negro, um pedido de igualdade.
Avisa a casa grande, é chegada a Abolição. Escrita assinada pelas mãos de Conceição. Reescreve a história baseada no respeito. Contra toda a injustiça, pelo fim do preconceito."
Acadêmicos da Diversidade;Samba-Enredo;2019;;"Ecoou um grito de liberdade. Lá no navio negreiro. No balanço do tumbeiro. Negro chorava de saudade. Menina Catarina a sua fé. Te manteve de pé. E no raiar de um novo dia. Em cumprir sua missão. Caridade e oração. Ajudar a humanidade.
Defumador pra benzer fio de fé. Tem alfazema pra trazer prosperidade. No meu ilê, sabor pemba d`angola. Sal de toda diversidade.
Vovó vem curar seus filhos. Na fé de oxossi, de pai oxalá. Firma seu ponto. Guiné e alecrim. Rosário de caapiá."
Acadêmicos da Maré;Samba-Enredo;2019;;"Lugar de conquistas. História e dedicação, superação!. Hoje com samba no pé. Bato no peito e grito: Sou Complexo da Maré.
Quando Nànán afirmou. Ser Omólu o filho do seu ventre. Yemanjá a contestou, reivindicou, não aceitou. Dizendo que o menino ela o criou. Intensifica a disputa e a vaidade. Em busca pela maternidade. Obàtálá, Orummillá senhores do tempo. Trazem a reflexão. Do embate mar e mangue nasceu a região.
Um lugar acolhedor por essência natural. És meu orgulho aqui não tem nada igual. Pescadores, lavadeiras, rezadeiras com fé. Foram os primeiros habitantes da Maré.
Migrantes retirantes nordestinos. Refizeram seu destino e aqui chegaram. O solo foi preciso aterrar. As palafitas na memória vão ficar. Aqui o forró é tradição. Te convido a vim dançar. O Funk é popular. Tem feira e angolano a fé é plural. Folia de Reis, manifestação cultural.
A luta aqui é contra discriminação. A violência e toda forma de opressão. Por um futuro melhor: Samba, paz e união."
Acadêmicos da Saudosa Palmira;Samba-Enredo;2013;;"Canta! Canta!. Que eu quero ver poeira levantar. Voltar no tempo. Mostrar a Índia e sua cultura milenar.
Desperta deste sono. Pro universo florescer. Joga a semente que ela vai germinar. O ovo dourado resplandecer. Índia, de maravilhas e riquezas. Terra sagrada de tanta beleza. Guirlanda de flores dão mais vida a esse chão. O seu perfume é ofertado em cada oração.
Qual é sua casta? Não sei!. Vêdas vai revelar. O que o livro da verdade diz bis. Palmira vem apresentar.
Deuses de todas as formas. Da juventude, generosidade. Seres dos mais poderosos. Entre tantas divindades. Ganesha, senhor supremo, maioral. Mestre da sabedoria, simbologia espiritual. Minha escola canta pra você. Namastê pode aplaudir. No clima do meu carnaval. Hoje a Índia é aqui."
Acadêmicos de Gravataí;Samba-Enredo;1998;;"Sou a onça negra. Vim aqui para ficar. Gravataí em festa. Faz o povo delirar. Nesse fascínio sem igual. Eu vou cair no samba. E levantar o seu astral.
Eu vou contar agora. A história desta ilha encantada. Dizem que afundou no oceano. E que nunca mais foi encontrada. A fascinante poderosa civilização. Sempre em volta de mistérios. Uniu Clito e Poseidon.
Fortificou a ilha, fez jorrar água do chão. Uma quente e outra fria farta alimentação. Toda soberania dividida entre irmãos. Território de prazer que trouxe a evolução.
Tudo era lindo e maravilhoso. Colunas de oricalco. Que brilhavam como fogo. A fauna e a flora, o ouro e a prata. Toda tecnologia nesta terra era avançada.
Guerreiros protegiam a ilha. Do ataque de outras nações. Desaparecendo o continente. Pra sobrevivência é necessário a mutação. Se liga nesta mensagem. Diga não à poluição. Vamos preservar a natureza. Para o bem da civilização."
Acadêmicos de Gravataí;Samba-Enredo;2016;;"O canto da mata ecoa aqui. Sou a onça negra de Gravataí. Na minha aldeia ressoa o tambor. Salve Taim, reserva de amor!.
Conta a deusa Guaipira. Uma história de amor. Tupã e jaci revelaram o seu esplendor. O vento divino soprou.
Natureza enfim floresceu. As águas formaram o espelho de deus. E o paraíso ouviu o canto da tachã. Guiando os índios à gentil mirim.
Eram charruas, minuanos, guaranis. Em terra de riquezas sem fim. Então de geração em geração. Taim reflete a pureza desse chão.
Flutuando fez o junco e o aguapé!. Lindas flores desabrocham na primavera. O céu azul emoldura o verão. Em noites calmas. Colorindo a imensidão!.
O som da sinfonia em harmonia com a natureza. O cisne observa o luar. No pará-gûasu, vou mergulhar. Mas a ambição chegou.
E assim, a luta persistiu. Ôôôôô, a força nativa sucumbiu o invasor. Vou lançar a rede. Sou gaúcho pescador.
E no paraíso, o progresso despontou. Um tempo de preservação. Na arte, um sentimento que renasce. É o orgulho que invade o nosso coração!."
Acadêmicos de Iguaba Grande;Samba-Enredo;2019;;"Tem branco no samba. Que voz é essa, meu cantor?. Na Região Dos Lagos tem um bamba. Nosso poeta Araújo Tricolor.
Foi numa academia onde tudo começou. Alguém dizia: sossega, menino. Mais sua alegria não permitia que parasse com o show. Traçou seu destino a cantar . Solfejou seu caminho em notas musicais. Eterna luta pelo carnaval de Iguaba. Que não se apagará jamais.
Oh, madrinha São Clemente. Abençoe o nosso leão. Acadêmicos de Iguaba Grande. A te entrego o meu coração.
Jovem corajoso e sonhador. Por tantos mares navegou. No retorno família no cais. O amor é grande e a saudade é demais. Estourando cachaça. Fez história em tantos carnavais. Sambista, tricolor de coração. Tantas vezes campeão. Foi cacique, com as águias voou. E abraçou a Imperatriz. Por isso que o povo Iguabense. Canta e samba mais feliz."
Acadêmicos de Madureira;Samba-Enredo;2018;;"Amor, vê se para de bobeira. Vem cá, você vai se apaixonar. Aqui, batucada é verdadeira. Madureira, Madureira.
Amor, vê se para de bobeira. Vem cá, você vai se apaixonar. Aqui, batucada é verdadeira. Madureira, Madureira.
Se, um dia, eu te levar por Madureira. Entenda, a poesia mora lá. Tem nome de trabalhador. Gente de raça e valor. Roda de samba até clarear.
Eu chorei, eu chorava. Com os pés descalços, vi nascer o meu lugar. De verde e branco, amor. Minha coroa a brilhar. Refletindo o azul do céu. E a minha águia a voar.
De verde e branco, amor. Minha coroa a brilhar. Refletindo o azul do céu. E a minha águia a voar.
Temperos e sabores. Culinária brasileira popular. Senhoras e senhores. Quem quiser pode chegar pra comprar.
É um charme, o Dutão. No Parque, vou me aventurar. Eu vou em Romaria, louvar a São José. Seguindo o cortejo de mãe Iemanjá. Renovo a fé, pois sei que ela não vai falhar. Eu clamo, a Oxalá, a sua proteção. E no futebol, unindo os irmãos. É o povo na rua, num só coração.
Amor, vê se para de bobeira. Vem cá, você vai se apaixonar. Aqui, batucada é verdadeira. Madureira, Madureira.
Amor, vê se para de bobeira. Vem cá, você vai se apaixonar. Aqui, batucada é verdadeira. Madureira, Madureira."
Acadêmicos de Niterói;Samba-Enredo;2010;;"Negro é raça. Preto é cor. Mesmo discriminado. Negro tem o seu valor. Quem disse que o sofrimento acabou. Mentiu, se enganou.
Histórias de uma terra de riquezas mil. Fauna, flora, natureza. Cenário de beleza que não tem fim. Ouro, pedras preciosas e o marfim. África, berço da humanidade. Criação com igualdade. Por seu Deus o ser maior. Criou o céu, a terra e o mar. Faltou alguma coisa no lugar.
Olorum mandou oxalá criar o homem. Pra completar sua criação. Nasceu o negro, rei guerreiro. O verdadeiro dono desse chão. Lendas encantadas. Frutos da imaginação. Monstros, centauros. Ninfas, que sedução.
Por ganância e crueldade. O mercador escravizou. Desde os tempos do egito. Tudo se transformou. Pro novo mundo foi levar. Foi levar o negro rei. Pra ilha de madagascar. De lá pra cá, niterói se coloriu. São não vê que não quiser. Vejam só o meu brasil."
Acadêmicos do Cubango;Samba-Enredo;2019;;"Vou buscar pra mim a força do seu axé. Menino babalotim no sagrado afoxé. Menino babalotim no sagrado afoxé.
Aos pés do morro fiz o meu terreiro. Onde o padroeiro me protege em seu altar. Atoto eu bato cabeça pra omulu. Nesse chão tem pipoca pro santo. Oferendas do meu mundo verde e branco.
Ê saruê baiana, ê saruê baiana. Gira laguidibá, giram saias e guias. Carrega meu patuá em sua sabedoria.
Ê saruê baiana, ê saruê baiana. Gira laguidibá, giram saias e guias. Carrega meu patuá em sua sabedoria.
Búzios, carrancas e balangandãs. Relíquias iluminam meu caminho. Ao meu padim, eu amarro a minha fé. A cruz no peito pra me abençoar. Já fiz a promessa, o milagre vai chegar.
Em Romaria, eu agradeci. Desacreditado, acreditei. A cura da alma, o terço na mão. Um coração bordado ao Divino Rei.
Senhor, tem piedade de nós. Eis a oração em nossa voz. Tem gente vendendo, ao povo, ilusão. Acendo vela, peço salvação.
Ko si oba kan, ôôô. Ofi olorum, ôôô. Igba Cubango, meu amuleto. Proteção e amor.
Ko si oba kan, ôôô. Ofi olorum, ôôô. Igba Cubango, meu amuleto. Proteção e amor.
Vou buscar pra mim a força do seu axé. Menino babalotim no sagrado afoxé. Menino babalotim no sagrado afoxé."
Acadêmicos do Dendê;Samba-Enredo;2019;;"Eu sou Dendê. A minha escola meu orgulho. Sou filho desse chão. A voz do morro, comunidade. Fruto de uma paixão.
Pelo Amazonas adentrava a expedição. Com a bela moça filha de um capitão. Voa borboleta, conte a história encantada. Guie o encontro entre o índio e sua amada. Provocando a ira de Anhangá. A donzela viu o amor se aprisionar.
Vai minha doce melodia. Enxugue o pranto de quem amou nesse dia. Canta o uirapuru. O som da flauta é melancolia.
Sua alma gêmea silenciou. Feriu seu corpo selando um destino. Dos jovens amantes as flechas se unindo. No amor reprimido brotou uma flor. O fruto da paixão o Papa batizou. A profecia que a lenda faz adoçar Maracujá."
Acadêmicos do Grande Rio;Samba-Enredo;1990;;"Depois de Cabral. Era preciso o paraíso conquistar. Mas o índio em pé de guerra. Manchou de sangue a terra. Flechando Estácio de Sá. Malandreou e não deixou se escravizar. Era um continente para se explorar. Aproveitar a natureza. Matas Virgens e o rio Carioca. Onde a nação Tamoio. Cultivou sua beleza. Ayimberê morreu no mar. Foi a glória o invasor, ô ô ô ô. Depois da casa de pedra. O branco cariocou.
Dessa mistura de raça. A mulatinha gerou. Propagando esta massa. Com seu jeito gozador. Gente que é otimista, versátil, esportista. Festeira e feliz. Com talento e euforia. E um humor sem igual. Embaixador da alegria. Ensina ao mundo a fazer carnaval.
Ah! Meu povo. Somos cariocas da gema do ovo. É tão feliz se sentir. O dono da festa na Sapucaí."
Acadêmicos do Grande Rio;Samba-Enredo;1991;;"De um raio de luz brilhou a vida. Gerando um paraíso sem igual. O homem primitivo não sabia. Desfrutar das regalias. Tecendo assim o irracional. E na ilusão do cavalgar. Guiado pelas mãos das ambições. Sufocando os direitos. Sem pudor com preconceitos. Construiu os seus brasões. Gafanhotos viram mísseis. Vírus bem alimentados. São os frutos da maldade. Pelo mundo espalhados.
Da força fez a taça do poder. Galopando um horizonte irreal. Usando o vigor e a rebeldia. O que mais ele queria. A submissão universal. Ao perdurar as incertezas. Chora a Mãe Natureza. Uma sinfonia de amor. Despertando o sonhador. Pois o bem venceu o mal. Brindando nesta festa colorida. O florescer da nova vida. Sonhando com a paz universal.
Gira baiana. Gira o Sol e gira a Lua. Gira o girar do tempo. E a Grande Rio continua."
Acadêmicos do Grande Rio;Samba-Enredo;1992;;"É hora de seguir com fé. E pedir axé, para o deus maior. Chega, de violência, sofrimento e dor. O Pelourinho ainda não findou. Para os ocultos opressores da nação. Há de vir um negro rei, para purificar. Nossa libertação com as águas de Oxalá. Sapucaí, meu quilombo (vou cantar). Grande Rio é a bandeira (vou lutar). Se é isto que nos resta. Vamos fazer nossa festa. Nos costumes de além-mar. Tem frutos da natureza. É bom demais. Vamos dar em oferendas. Para o rei dos Orixás.
Todo mundo quer saber, quer saber. Da real libertação. O anseio de um povo. De nascer um Brasil novo. Livre dessa servidão. Será, que quem traçou nosso caminhos. Deixou outro pergaminho pra nova libertação. Voa divina pomba da paz, igualdade vê se traz. Para todos eu espero. E quando esse milagre então fluir. Todos vão se juntar se produzir. Nas cores verde e amarelo. (Porque).
Para ser livre. Nunca é tarde demais. Onde há fé e esperança. A crença não se desfaz."
Acadêmicos do Grande Rio;Samba-Enredo;1993;;"Do mundo encantado de Jaci. Nessa aquarela a Grande Rio é a tela. Vem do céu. Pra se refletir nesta folia. Oh!. Doce fonte de inspiração. Influenciando no destino. Um toque de astrologia. No mistério e na magia. Ô luar, ô luar (ô luar). Vem pratear a nossa rua. A semente da fartura semear. Virar o mundo de bumbum pra lua.
Nos mares, cachoeiras e cascatas vem se banhar. Eu queria ser um astronauta pra te alcançar. Tu és a vida na beleza dessas matas. Tu és a sorte para quem acreditar em ser feliz. Quem me dera um dia no teu colo. Cantar, sorrir, sambar, brincar. E no encanto do seu mundo vai. Tornando tantas mentes aluadas. Como é gostoso se adoçar no mel. Em noites enluaradas.
Salve Ogum D'Ylê. Na imaginação de um guardião. É lindo ver a tua imagem. Encantando a multidão.
Clareia Didinha. Teu mundo taí. A festa é nossa hoje na Sapucaí."
Acadêmicos do Grande Rio;Samba-Enredo;1994;;"África... Misteriosa África. Magia, no rufar dos seus tambores se fez reinar. Raiz que se alastrou, por esse imenso Brasil. Terra dos santos que ela não viu. Da negra terra é lei. Veio o meu negro rei. Ogum de fé que neste solo se encantou. No mercado os ciganos lhe venderam ao senhor. Do tumbeiro à senzala seu lamento ecoou. Plantou caiana. Socou café. Pilou dendê. Pra benzer filho de fé.
(E no culto de malê). Viu no culto de malê (malê, malê). Preto velho catimbó (catimbó). De um povo morenado. Conheceu caboclo bravo. Fascinado por Tupã... (Yara). Yara no rio, sereia no mar. É Janaína que seduz com seu cantar. Correu gira pelo norte. Cpoeira azar ou sorte. No Nordeste conheceu. Quem viveu na boemia. Malandragem, valentia e até hoje não morreu. Eu sou jongueiro baiana. Sapucaí eu vou passar. E a Grande Rio vem comigo, saravá.
Quem sou eu... Quem sou eu?. Tenho o corpo fechado. Rei na noite sou mais eu!!!."
Acadêmicos do Grande Rio;Samba-Enredo;1995;;"Nessa história em verde e amarelo. A Grande Rio deu um toque tão sutil. Nas terras do rei Amazonas. Do continente do imperador Brasil. Vamos viajar, nas matas de tantas riquezas. Entre rios e igarapés. Vivia Manaus, a linda princesa. Das lendas que os índios conviviam. O artista resolveu criar. Neste enredo de encantos e magias. Onde tem o boto rosa com o dom de conquistar.
Um brinquedo de criança. Virou tesouro profundo. Despertando a cobiça. Do outro lado do mundo.
Perguntou. Espelho, espelho meu. Será que existe alguém mais rica do que eu?. Minha rainha poderosa,. Manaus é um tesouro muito maior que o seu. A Inglaterra mandou, um emissário pra cá. Tudo que viu ele voltou pra confirmar. Teatro, casa de chá, boemia,. Muito mais a fidalguia tinha aos seus pés. Os barões da borracha tinham ousadia. De acender os charutos com 500 mil réis.
Um navio sorrateiro apareceu. Levando quase ao mundo inteiro. As seringueiras, com isso a princesa adormeceu. Entre fadas-madrinhas, no seu sono prosseguia. Pra despertar do berço da ecologia. E o príncipe encantado, Manaus ele beijou. Para tecnologia a princesa acordou.
Embala eu, embala eu. Pátria mãe, gentil. No despertar deste sono. Encontrei meu sonhado Brasil."
